productid,product_brand,product_name,product_category,price_inr,discount_price,percentage,currency,delivery_options,expiration_date,packaging_type,country_origin,image_url,description_1,description_2,customer_review1,customer_reviewer1,customer_review2,customer_reviewer2,customer_review3,customer_reviewer3,customer_review4,customer_reviewer4,available_size1,available_size2,available_size3,available_size4,additional_feature2,additional_feature3,additional_feature1,npk_ratio
1939,SoilSaver,Urea Fertilizer,Bio-Fertilizer,479,423,12,INR,Standard Delivery,12-01-2026,Bottle,India,https://th.bing.com/th/id/OIG4.Sl9YhwBiX5AZF4SiE70D?w=1024&h=1024&rs=1&pid=ImgDetMain,"Urea Fertilizer boosts soil health, creating a perfect environment for growth.","Ensure vibrant plant life with Urea Fertilizer, offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Rahul,"Easy to use, results are visible within weeks.",Pooja,"Highly effective for my garden, plants are thriving!",Kiran,Plants look greener and healthier now.,Meghana,250grms,750grms,2kgs,5kg,"Ideal for all plant types, including flowers, vegetables, and lawns.","Rapidly provides essential nutrients, ensuring immediate nourishment for plants.","Formulated for Urea Fertilizer, enhancing your soil's fertility and plant resilience.",16:10:04
1940,GreenGrow,Organic Manure,Organic Fertilizer,497,433,14,INR,Standard Delivery,22-07-2025,Bottle,India,https://th.bing.com/th/id/OIG4.LzOUmR8TGgXGtZtajUCd?w=1024&h=1024&rs=1&pid=ImgDetMain,Give your plants the nourishment they deserve with Organic Manure.,"Ensure vibrant plant life with Organic Manure, offering superior nutrient absorption and growth acceleration.","Easy to use, results are visible within weeks.",Lakshmi,"Good quality fertilizer, improved soil health significantly.",Ramesh,"Highly effective for my garden, plants are thriving!",Sonal,"Impressive results, easy to apply.",Rajesh,250grms,750grms,2kgs,5kg,Enriched with essential nutrients for faster growth.,Improves soil aeration and water retention.,"Organic Manure guarantees optimal nutrient release, keeping plants healthy for weeks.",18:09:04
1941,CropMax,Bio Phosphate,Chemical Fertilizer,563,497,12,INR,Standard Delivery,28-08-2026,Canister,India,https://th.bing.com/th/id/OIG1.nBNgRFzVBWyE_LX9moqn?w=1024&h=1024&rs=1&pid=ImgDetMain,"Bio Phosphate boosts soil health, creating a perfect environment for growth.","Ensure vibrant plant life with Bio Phosphate, offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Venkat,My crops have never been healthier!,Divya,"Easy to use, results are visible within weeks.",Kiran,"Good quality fertilizer, improved soil health significantly.",Manish,250grms,750grms,2kgs,5kg,Helps balance soil pH for better nutrient uptake and plant health.,Enhances root growth and strengthens plant immunity.,"Give your plants a boost with Bio Phosphate, enhancing overall plant vitality.",20:07:06
1942,AgriBoost,Soil Conditioner,Organic Fertilizer,489,421,15,INR,Same Day Delivery,19-09-2025,Bag,India,https://th.bing.com/th/id/OIG4.RccBNHNsPjarJjucs4qF?w=1024&h=1024&rs=1&pid=ImgDetMain,"Get exceptional growth with Soil Conditioner, your plants' best ally.","Ensure vibrant plant life with Soil Conditioner, offering superior nutrient absorption and growth acceleration.","Easy to use, results are visible within weeks.",Neha,"Highly effective for my garden, plants are thriving!",Manish,"Good quality fertilizer, improved soil health significantly.",Sanjeev,"Excellent product, highly recommended!",Kunal,250grms,750grms,2kgs,5kg,Improves soil aeration and water retention.,"Safe for plants, pets, and children with natural, non-toxic ingredients.","Give your plants a boost with Soil Conditioner, enhancing overall plant vitality.",20:08:04
1943,SoilSaver,Seaweed Extract Fertilizer,Chemical Fertilizer,646,598,8,INR,Free Shipping,21-01-2027,Bottle,India,https://th.bing.com/th/id/OIG3.9yixLt24Wczt_kKDlOBZ?w=1024&h=1024&rs=1&pid=ImgDetMain,"Maximize your garden's potential with Seaweed Extract Fertilizer, specially formulated for robust development.","Ensure vibrant plant life with Seaweed Extract Fertilizer, offering superior nutrient absorption and growth acceleration.","Easy to use, results are visible within weeks.",Neha,"Highly effective for my garden, plants are thriving!",Lakshmi,"Good quality fertilizer, improved soil health significantly.",Ananya,Plants look greener and healthier now.,Anjali,250grms,750grms,1kg,5kg,"Improves soil moisture retention, reducing the need for frequent watering.",Improves soil aeration and water retention.,"Formulated for Seaweed Extract Fertilizer, enhancing your soil's fertility and plant resilience.",15:06:05
1944,EcoFert,Liquid Plant Tonic,Organic Fertilizer,306,251,20,INR,Standard Delivery,15-12-2025,Bag,India,https://th.bing.com/th/id/OIG3.s3OEwtccvjWMXu0kzCLa?w=1024&h=1024&rs=1&pid=ImgDetMain,"Get exceptional growth with Liquid Plant Tonic, your plants' best ally.","Ensure vibrant plant life with Liquid Plant Tonic, offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Rahul,"Better than expected, highly effective.",Thanuja,"Easy to use, results are visible within weeks.",Deepak,"Highly effective for my garden, plants are thriving!",Ananya,250grms,750grms,1kg,5kg,Enhances root growth and strengthens plant immunity.,Improves soil aeration and water retention.,"With Liquid Plant Tonic, enjoy healthier plants with faster root development.",16:08:04
1945,CropMax,Urea Fertilizer,Bio-Fertilizer,397,357,11,INR,Standard Delivery,01-10-2025,Bottle,India,https://th.bing.com/th/id/OIG1.xZj7QEn49rRExL.fGQmj?w=1024&h=1024&rs=1&pid=ImgDetMain,"Get exceptional growth with Urea Fertilizer, your plants' best ally.","Ensure vibrant plant life with Urea Fertilizer, offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Sonal,"Good quality fertilizer, improved soil health significantly.",Amit,Noticeable improvement in soil fertility.,Kunal,"Easy to use, results are visible within weeks.",Sanjeev,250grms,750grms,1kg,5kg,Improves soil aeration and water retention.,"Rapidly provides essential nutrients, ensuring immediate nourishment for plants.","With Urea Fertilizer, enjoy healthier plants with faster root development.",22:08:03
1946,EcoFert,Humic Acid Fertilizer,Organic Fertilizer,591,530,11,INR,Same Day Delivery,14-01-2026,Bag,India,https://th.bing.com/th/id/OIG1.dbbCBQN6YoKn0ZT7jovd?w=1024&h=1024&rs=1&pid=ImgDetMain,"Maximize your garden's potential with Humic Acid Fertilizer, specially formulated for robust development.","Ensure vibrant plant life with Humic Acid Fertilizer, offering superior nutrient absorption and growth acceleration.","Easy to use, results are visible within weeks.",Ramesh,"Good quality fertilizer, improved soil health significantly.",Pooja,"Would buy again, very satisfied.",Meera,"Highly effective for my garden, plants are thriving!",Lakshmi,250grms,750grms,2kgs,5kg,Improves soil aeration and water retention.,"Ideal for all plant types, including flowers, vegetables, and lawns.","Give your plants a boost with Humic Acid Fertilizer, enhancing overall plant vitality.",18:06:04
1947,CropMax,Bio Phosphate,Chemical Fertilizer,472,417,12,INR,Same Day Delivery,13-06-2026,Canister,India,https://th.bing.com/th/id/OIG3.IONxzzj9UOP1q8fllSmf?w=1024&h=1024&rs=1&pid=ImgDetMain,"Maximize your garden's potential with Bio Phosphate, specially formulated for robust development.","Ensure vibrant plant life with Bio Phosphate, offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Ramesh,"Excellent product, highly recommended!",Anjali,"Good quality fertilizer, improved soil health significantly.",Suresh,"Excellent product, highly recommended!",Thanuja,250grms,750grms,2kgs,5kg,Improves soil aeration and water retention.,"Improves soil moisture retention, reducing the need for frequent watering.","Give your plants a boost with Bio Phosphate, enhancing overall plant vitality.",16:07:03
1948,EcoFert,Sulphur Granules,Bio-Fertilizer,899,854,5,INR,Free Shipping,25-03-2025,Bottle,India,https://th.bing.com/th/id/OIG3.jurJjlvBg3j4OmkOxLmO?w=1024&h=1024&rs=1&pid=ImgDetMain,"Sulphur Granules boosts soil health, creating a perfect environment for growth.","Ensure vibrant plant life with Sulphur Granules, offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Venkat,"Easy to use, results are visible within weeks.",Sonal,"Good value for money, effective results.",Shiva,"Worked wonders for my plants, great quality.",Aditi,250grms,750grms,1kg,5kg,"Safe for plants, pets, and children with natural, non-toxic ingredients.",Enhances root growth and strengthens plant immunity.,"Give your plants a boost with Sulphur Granules, enhancing overall plant vitality.",20:06:06
1949,SoilSaver,Compost Plus,Bio-Fertilizer,932,835,11,INR,Free Shipping,15-02-2027,Canister,India,https://th.bing.com/th/id/OIG4.ULivZLQDLAsbyaQoXnNl?pid=ImgGn,"Maximize your garden's potential with Compost Plus, specially formulated for robust development.","Ensure vibrant plant life with Compost Plus, offering superior nutrient absorption and growth acceleration.","Improved soil texture, and plants are greener.",Ramesh,"Perfect for organic gardening, very effective.",Kiran,Boosted plant growth significantly.,Meghana,My flowers are thriving thanks to this compost!,Deepak,250grms,750grms,2kgs,5kg,Supports sustainable farming with organic matter.,"Ideal for all plant types, including flowers, vegetables, and lawns.","With Compost Plus, enjoy healthier plants with faster root development.",20:09:03
1950,SoilSaver,Compost Plus,Chemical Fertilizer,630,545,14,INR,Free Shipping,10-05-2025,Canister,India,https://th.bing.com/th/id/OIG2.2CKhVRrSF6IlWSycFLDo?w=1024&h=1024&rs=1&pid=ImgDetMain,"Maximize your garden's potential with Compost Plus, specially formulated for robust development.","Ensure vibrant plant life with Compost Plus, offering superior nutrient absorption and growth acceleration.","Perfect for organic gardening, very effective.",Deepak,Boosted plant growth significantly.,Vikram,My flowers are thriving thanks to this compost!,Pooja,"Excellent product, highly recommended!",Divya,250grms,750grms,2kgs,5kg,Enhances soil aeration and nutrient content.,"Rapidly provides essential nutrients, ensuring immediate nourishment for plants.","Give your plants a boost with Compost Plus, enhancing overall plant vitality.",18:08:05
1951,CropMax,Organic Manure,Chemical Fertilizer,911,868,5,INR,Same Day Delivery,04-11-2026,Bag,India,https://th.bing.com/th/id/OIG2.Z3dHqRxsgxsFMw3pti5Y?w=1024&h=1024&rs=1&pid=ImgDetMain,Give your plants the nourishment they deserve with Organic Manure.,"Ensure vibrant plant life with Organic Manure, offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Pooja,"Easy to use, results are visible within weeks.",Priya,"Good quality fertilizer, improved soil health significantly.",Ananya,"Better than expected, highly effective.",Aditi,250grms,750grms,2kgs,5kg,Enriched with essential nutrients for faster growth.,"Ideal for all plant types, including flowers, vegetables, and lawns.","Give your plants a boost with Organic Manure, enhancing overall plant vitality.",15:06:04
1952,CropMax,Super Phosphate,Bio-Fertilizer,670,634,6,INR,Free Shipping,21-12-2025,Bag,India,https://th.bing.com/th/id/OIG1.8NuxALnQr_HrzQGH52zj?w=1024&h=1024&rs=1&pid=ImgDetMain,"Maximize your garden's potential with Super Phosphate, specially formulated for robust development.","Ensure vibrant plant life with Super Phosphate, offering superior nutrient absorption and growth acceleration.","Easy to use, results are visible within weeks.",Kiran,"Good quality fertilizer, improved soil health significantly.",Deepak,"Highly effective for my garden, plants are thriving!",Pooja,"Good value for money, effective results.",Jagadeesh,250grms,750grms,2kgs,5kg,Improves soil aeration and water retention.,Enriched with essential nutrients for faster growth.,"Give your plants a boost with Super Phosphate, enhancing overall plant vitality.",22:07:06
1953,AgriBoost,Nitrogen Booster,Bio-Fertilizer,315,251,23,INR,Same Day Delivery,22-09-2027,Bag,India,https://th.bing.com/th/id/OIG1.0dlJQeJTe_bd9bXqob0X?w=1024&h=1024&rs=1&pid=ImgDetMain,Give your plants the nourishment they deserve with Nitrogen Booster.,"Ensure vibrant plant life with Nitrogen Booster, offering superior nutrient absorption and growth acceleration.","Easy to use, results are visible within weeks.",Priya,"Highly effective for my garden, plants are thriving!",Deepak,"Impressive results, easy to apply.",Anil,"Better than expected, highly effective.",Shiva,250grms,750grms,2kgs,5kg,Enriched with essential nutrients for faster growth.,"Enhances soil structure, improving root growth and overall plant health.","Formulated for Nitrogen Booster, enhancing your soil's fertility and plant resilience.",22:10:04
1954,SoilSaver,Bio Phosphate,Organic Fertilizer,352,253,33,INR,Standard Delivery,19-09-2025,Bottle,India,https://th.bing.com/th/id/OIG1.mZ9jmMkdYfGd7sKdMYXe?w=1024&h=1024&rs=1&pid=ImgDetMain,Give your plants the nourishment they deserve with Bio Phosphate.,"Ensure vibrant plant life with Bio Phosphate, offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Harini,"Easy to use, results are visible within weeks.",Neha,Plants look greener and healthier now.,Anil,"Impressive results, easy to apply.",Shiva,250grms,750grms,2kgs,5kg,Enhances root growth and strengthens plant immunity.,Enriched with essential nutrients for faster growth.,"Formulated for Bio Phosphate, enhancing your soil's fertility and plant resilience.",15:08:04
1955,CropMax,Humic Acid Fertilizer,Chemical Fertilizer,635,557,13,INR,Standard Delivery,16-11-2026,Canister,India,https://th.bing.com/th/id/OIG2.tlWIJYLH6zNVVFe2YzPf?pid=ImgGn,"Get exceptional growth with Humic Acid Fertilizer, your plants' best ally.","Ensure vibrant plant life with Humic Acid Fertilizer, offering superior nutrient absorption and growth acceleration.","Easy to use, results are visible within weeks.",Sonal,"Highly effective for my garden, plants are thriving!",Ramesh,"Worked wonders for my plants, great quality.",Shiva,"Worked wonders for my plants, great quality.",Rohan,250grms,500g,1kg,5kg,"Made with eco-friendly, renewable ingredients for environmentally conscious gardening.",Enriched with essential nutrients for faster growth.,"Give your plants a boost with Humic Acid Fertilizer, enhancing overall plant vitality.",18:10:04
1956,GreenGrow,Seaweed Extract Fertilizer,Bio-Fertilizer,491,410,18,INR,Same Day Delivery,28-07-2027,Canister,India,https://th.bing.com/th/id/OIG3.anG0e6VTU9WAwoDMEMMD?w=1024&h=1024&rs=1&pid=ImgDetMain,"Get exceptional growth with Seaweed Extract Fertilizer, your plants' best ally.","Ensure vibrant plant life with Seaweed Extract Fertilizer, offering superior nutrient absorption and growth acceleration.","Easy to use, results are visible within weeks.",Suresh,"Highly effective for my garden, plants are thriving!",Sonal,My crops have never been healthier!,Neha,Noticeable improvement in soil fertility.,Meera,250grms,750grms,2kgs,5kg,Enhances root growth and strengthens plant immunity.,Enriched with essential nutrients for faster growth.,"Give your plants a boost with Seaweed Extract Fertilizer, enhancing overall plant vitality.",15:07:04
1957,AgriBoost,Micronutrient Mix,Organic Fertilizer,542,490,10,INR,Standard Delivery,03-08-2025,Canister,India,https://th.bing.com/th/id/OIG2.gOWzHkEwDoMY_G74p7aF?w=1024&h=1024&rs=1&pid=ImgDetMain,"Get exceptional growth with Micronutrient Mix, your plants' best ally.","Ensure vibrant plant life with Micronutrient Mix, offering superior nutrient absorption and growth acceleration.","Easy to use, results are visible within weeks.",Pooja,"Good quality fertilizer, improved soil health significantly.",Harini,"Highly effective for my garden, plants are thriving!",Amit,"Would buy again, very satisfied.",Divya,250grms,750grms,1kg,5kg,Enriched with essential nutrients for faster growth.,"Made with eco-friendly, renewable ingredients for environmentally conscious gardening.","With Micronutrient Mix, enjoy healthier plants with faster root development.",20:08:04
1958,AgriBoost,Bio Phosphate,Organic Fertilizer,683,598,13,INR,Standard Delivery,24-03-2025,Bag,India,https://th.bing.com/th/id/OIG1.lIaop.v3.FVejV1B6g92?w=1024&h=1024&rs=1&pid=ImgDetMain,Give your plants the nourishment they deserve with Bio Phosphate.,"Ensure vibrant plant life with Bio Phosphate, offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Pooja,My crops have never been healthier!,Jagadeesh,"Worked wonders for my plants, great quality.",Vikram,"Good quality fertilizer, improved soil health significantly.",Harini,250grms,750grms,2kgs,5kg,"Rapidly provides essential nutrients, ensuring immediate nourishment for plants.",Enriched with essential nutrients for faster growth.,"With Bio Phosphate, enjoy healthier plants with faster root development.",16:10:06
1959,GreenGrow,DAP (Di-Ammonium Phosphate),Organic Fertilizer,449,429,5,INR,Standard Delivery,29-05-2025,Bag,India,https://th.bing.com/th/id/OIG3.IpeCReuvWioZtoblXBoP?pid=ImgGn,"Maximize your garden's potential with DAP (Di-Ammonium Phosphate), specially formulated for robust development.","Ensure vibrant plant life with DAP (Di-Ammonium Phosphate), offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Neha,"Would buy again, very satisfied.",Divya,My crops have never been healthier!,Thanuja,"Excellent product, highly recommended!",Anil,250grms,750grms,2kgs,5kg,Enhances root growth and strengthens plant immunity.,"Ideal for all plant types, including flowers, vegetables, and lawns.","Give your plants a boost with DAP (Di-Ammonium Phosphate), enhancing overall plant vitality.",18:09:03
1960,GreenGrow,Seaweed Extract Fertilizer,Organic Fertilizer,536,505,6,INR,Standard Delivery,15-01-2025,Bag,India,https://th.bing.com/th/id/OIG2.yti7t.YQ8UI7sCreBZ7y?w=1024&h=1024&rs=1&pid=ImgDetMain,"Seaweed Extract Fertilizer boosts soil health, creating a perfect environment for growth.","Ensure vibrant plant life with Seaweed Extract Fertilizer, offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Ramesh,"Good quality fertilizer, improved soil health significantly.",Manish,Boosted plant growth significantly.,Neha,"Good value for money, effective results.",Meghana,250grms,750grms,2kgs,5kg,"Maintains effectiveness for longer periods, ensuring durability in storage.","Ideal for all plant types, including flowers, vegetables, and lawns.","Seaweed Extract Fertilizer guarantees optimal nutrient release, keeping plants healthy for weeks.",16:08:03
1961,AgriBoost,Organic Manure,Organic Fertilizer,608,515,17,INR,Free Shipping,31-03-2026,Bag,India,https://th.bing.com/th/id/OIG1.UR8xsf.tiDtfBIRtwhta?w=1024&h=1024&rs=1&pid=ImgDetMain,Give your plants the nourishment they deserve with Organic Manure.,"Ensure vibrant plant life with Organic Manure, offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Lakshmi,"Easy to use, results are visible within weeks.",Rahul,"Highly effective for my garden, plants are thriving!",Ramesh,"Impressive results, easy to apply.",Anjali,250grms,750grms,2kgs,5kg,Improves soil aeration and water retention.,"Made with eco-friendly, renewable ingredients for environmentally conscious gardening.","Give your plants a boost with Organic Manure, enhancing overall plant vitality.",22:07:04
1962,CropMax,Humic Acid Fertilizer,Organic Fertilizer,441,381,15,INR,Standard Delivery,05-08-2025,Bottle,India,https://th.bing.com/th/id/OIG4.1NU69bZYTqo_z_545krA?w=1024&h=1024&rs=1&pid=ImgDetMain,"Maximize your garden's potential with Humic Acid Fertilizer, specially formulated for robust development.","Ensure vibrant plant life with Humic Acid Fertilizer, offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Rahul,"Worked wonders for my plants, great quality.",Aditi,"Highly effective for my garden, plants are thriving!",Deepak,"Excellent product, highly recommended!",Anjali,250grms,750grms,2kgs,5kg,Enhances root growth and strengthens plant immunity.,Improves soil aeration and water retention.,"Humic Acid Fertilizer guarantees optimal nutrient release, keeping plants healthy for weeks.",18:07:06
1963,GreenGrow,Super Phosphate,Chemical Fertilizer,440,419,5,INR,Same Day Delivery,08-08-2026,Bottle,India,https://th.bing.com/th/id/OIG2.jK9gFy2_nXKIp8gxax8d?pid=ImgGn,"Super Phosphate boosts soil health, creating a perfect environment for growth.","Ensure vibrant plant life with Super Phosphate, offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Sanjeev,"Excellent product, highly recommended!",Aditi,"Easy to use, results are visible within weeks.",Pooja,"Good quality fertilizer, improved soil health significantly.",Neha,250grms,750grms,2kgs,5kg,Enriched with essential nutrients for faster growth.,Improves soil aeration and water retention.,"Formulated for Super Phosphate, enhancing your soil's fertility and plant resilience.",18:07:04
1964,GreenGrow,Calcium Nitrate,Bio-Fertilizer,420,381,10,INR,Free Shipping,31-10-2025,Canister,India,https://th.bing.com/th/id/OIG1.L9VuwUdlYqtd89M5qBaE?w=1024&h=1024&rs=1&pid=ImgDetMain,"Get exceptional growth with Calcium Nitrate, your plants' best ally.","Ensure vibrant plant life with Calcium Nitrate, offering superior nutrient absorption and growth acceleration.","Easy to use, results are visible within weeks.",Manish,"Good quality fertilizer, improved soil health significantly.",Ramesh,"Worked wonders for my plants, great quality.",Aditi,"Better than expected, highly effective.",Divya,250grms,750grms,2kgs,5kg,"Enhances soil structure, improving root growth and overall plant health.","Improves soil moisture retention, reducing the need for frequent watering.","Give your plants a boost with Calcium Nitrate, enhancing overall plant vitality.",16:10:04
1965,SoilSaver,Humic Acid Fertilizer,Chemical Fertilizer,614,548,11,INR,Standard Delivery,30-11-2025,Bottle,India,https://th.bing.com/th/id/OIG3.oMYTyqWDTbfNV7BJ9eGs?w=1024&h=1024&rs=1&pid=ImgDetMain,"Get exceptional growth with Humic Acid Fertilizer, your plants' best ally.","Ensure vibrant plant life with Humic Acid Fertilizer, offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Deepak,"Highly effective for my garden, plants are thriving!",Neha,"Would buy again, very satisfied.",Anjali,"Easy to use, results are visible within weeks.",Priya,250grms,750grms,2kgs,5kg,"Ideal for all plant types, including flowers, vegetables, and lawns.",Improves soil aeration and water retention.,"Formulated for Humic Acid Fertilizer, enhancing your soil's fertility and plant resilience.",15:07:05
1966,GreenGrow,DAP (Di-Ammonium Phosphate),Bio-Fertilizer,659,598,10,INR,Same Day Delivery,28-08-2026,Bottle,India,https://th.bing.com/th/id/OIG3.1LUeL35bg6F7.QB9g6JX?w=1024&h=1024&rs=1&pid=ImgDetMain,Give your plants the nourishment they deserve with DAP (Di-Ammonium Phosphate).,"Ensure vibrant plant life with DAP (Di-Ammonium Phosphate), offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Neha,"Better than expected, highly effective.",Shiva,"Easy to use, results are visible within weeks.",Ananya,"Better than expected, highly effective.",Rajesh,250grms,750grms,2kgs,5kg,Improves soil aeration and water retention.,"Improves soil moisture retention, reducing the need for frequent watering.","With DAP (Di-Ammonium Phosphate), enjoy healthier plants with faster root development.",16:07:04
1967,CropMax,Poultry Manure,Chemical Fertilizer,497,403,21,INR,Free Shipping,05-04-2026,Bag,India,https://th.bing.com/th/id/OIG3.Zo7DEeNgs4JJ1kIZWufU?pid=ImgGn,"Poultry Manure boosts soil health, creating a perfect environment for growth.","Ensure vibrant plant life with Poultry Manure, offering superior nutrient absorption and growth acceleration.","Perfect for my vegetable garden, saw quick growth!",Suresh,"Boosted my farm yield, excellent organic product.",Priya,Noticeable improvement in soil fertility.,Anil,"Great for crops, enhanced soil fertility visibly.",Ramesh,250grms,750grms,2kgs,5kg,"Rapidly provides essential nutrients, ensuring immediate nourishment for plants.","Maintains effectiveness for longer periods, ensuring durability in storage.","Give your plants a boost with Poultry Manure, enhancing overall plant vitality.",22:10:05
1968,AgriBoost,Nitrogen Booster,Chemical Fertilizer,547,466,16,INR,Free Shipping,11-08-2025,Bottle,India,https://th.bing.com/th/id/OIG1.fvdMUAn7UmUDLY5Xmkcn?pid=ImgGn,Give your plants the nourishment they deserve with Nitrogen Booster.,"Ensure vibrant plant life with Nitrogen Booster, offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Ananya,"Impressive results, easy to apply.",Ramya,"Highly effective for my garden, plants are thriving!",Neha,Noticeable improvement in soil fertility.,Shiva,250grms,750grms,2kgs,5kg,Enriched with essential nutrients for faster growth.,Enhances root growth and strengthens plant immunity.,"With Nitrogen Booster, enjoy healthier plants with faster root development.",20:10:04
1969,CropMax,Potash Boost,Organic Fertilizer,969,944,3,INR,Free Shipping,14-10-2026,Canister,India,https://th.bing.com/th/id/OIG3.Bt0QF2uSr_q8aeLBEav7?w=1024&h=1024&rs=1&pid=ImgDetMain,Give your plants the nourishment they deserve with Potash Boost.,"Ensure vibrant plant life with Potash Boost, offering superior nutrient absorption and growth acceleration.","Easy to use, results are visible within weeks.",Sanjeev,"Highly effective for my garden, plants are thriving!",Pooja,Boosted plant growth significantly.,Divya,"Good quality fertilizer, improved soil health significantly.",Manish,250grms,750grms,2kgs,5kg,"Rapidly provides essential nutrients, ensuring immediate nourishment for plants.",Improves soil aeration and water retention.,"Give your plants a boost with Potash Boost, enhancing overall plant vitality.",20:09:04
1970,SoilSaver,Poultry Manure,Chemical Fertilizer,685,597,14,INR,Free Shipping,20-10-2026,Bottle,India,https://th.bing.com/th/id/OIG3.7XSY26Bh.bcotqUYe_RI?w=1024&h=1024&rs=1&pid=ImgDetMain,"Poultry Manure boosts soil health, creating a perfect environment for growth.","Ensure vibrant plant life with Poultry Manure, offering superior nutrient absorption and growth acceleration.","Boosted my farm yield, excellent organic product.",Deepak,Boosted plant growth significantly.,Rajesh,"Worked wonders for my plants, great quality.",Meghana,"Better than expected, highly effective.",Anjali,250grms,500g,2kgs,5kg,Improves soil structure and water retention.,"Improves soil moisture retention, reducing the need for frequent watering.","Give your plants a boost with Poultry Manure, enhancing overall plant vitality.",22:10:06
1971,AgriBoost,Granular NPK Fertilizer,Organic Fertilizer,717,655,9,INR,Standard Delivery,13-08-2025,Bottle,India,https://th.bing.com/th/id/OIG3.RYw.tMAGTDxP46.m.vjT?w=1024&h=1024&rs=1&pid=ImgDetMain,Give your plants the nourishment they deserve with Granular NPK Fertilizer.,"Ensure vibrant plant life with Granular NPK Fertilizer, offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Ananya,Plants look greener and healthier now.,Aditi,"Easy to use, results are visible within weeks.",Amit,Plants look greener and healthier now.,Neha,250grms,750grms,2kgs,5kg,Enhances root growth and strengthens plant immunity.,"Enhances soil structure, improving root growth and overall plant health.","Granular NPK Fertilizer guarantees optimal nutrient release, keeping plants healthy for weeks.",20:08:06
1972,CropMax,Urea Fertilizer,Organic Fertilizer,846,747,12,INR,Same Day Delivery,29-05-2026,Bag,India,https://th.bing.com/th/id/OIG4.ztJIYkMlmA6apg71fKRn?w=1024&h=1024&rs=1&pid=ImgDetMain,"Maximize your garden's potential with Urea Fertilizer, specially formulated for robust development.","Ensure vibrant plant life with Urea Fertilizer, offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Ramesh,Noticeable improvement in soil fertility.,Rohan,"Good quality fertilizer, improved soil health significantly.",Sonal,"Better than expected, highly effective.",Meera,250grms,750grms,2kgs,5kg,"Promotes soil aeration, allowing roots to breathe for healthier plant growth.","Rapidly provides essential nutrients, ensuring immediate nourishment for plants.","Give your plants a boost with Urea Fertilizer, enhancing overall plant vitality.",15:06:04
1973,AgriBoost,Seaweed Extract Fertilizer,Organic Fertilizer,973,893,9,INR,Free Shipping,23-10-2025,Canister,India,https://th.bing.com/th/id/OIG1.4d36NfzA7zrOnFZ0Vz5S?pid=ImgGn,"Maximize your garden's potential with Seaweed Extract Fertilizer, specially formulated for robust development.","Ensure vibrant plant life with Seaweed Extract Fertilizer, offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Manish,"Highly effective for my garden, plants are thriving!",Venkat,Plants look greener and healthier now.,Divya,"Easy to use, results are visible within weeks.",Amit,250grms,750grms,2kgs,5kg,Enhances root growth and strengthens plant immunity.,Enriched with essential nutrients for faster growth.,"Formulated for Seaweed Extract Fertilizer, enhancing your soil's fertility and plant resilience.",15:10:03
1974,SoilSaver,Humic Acid Fertilizer,Bio-Fertilizer,723,683,6,INR,Same Day Delivery,20-01-2027,Bottle,India,https://th.bing.com/th/id/OIG1.wRcWXGKr_M39552VxFGi?w=1024&h=1024&rs=1&pid=ImgDetMain,"Maximize your garden's potential with Humic Acid Fertilizer, specially formulated for robust development.","Ensure vibrant plant life with Humic Acid Fertilizer, offering superior nutrient absorption and growth acceleration.","Easy to use, results are visible within weeks.",Rahul,"Good quality fertilizer, improved soil health significantly.",Neha,Boosted plant growth significantly.,Rajesh,"Highly effective for my garden, plants are thriving!",Deepak,250grms,750grms,2kgs,5kg,"Improves soil moisture retention, reducing the need for frequent watering.",Enriched with essential nutrients for faster growth.,"Humic Acid Fertilizer guarantees optimal nutrient release, keeping plants healthy for weeks.",20:09:03
